a,c,b,d,p,OR,X
11,228441,22,9280779,3.93E-31,20.31329534,NUDT22
2,228441,2,9280779,5.07E-10,40.62659067,NUDT3
41,228441,238,9280779,5.37E-41,6.998698393,NUDT4
6,228441,132,9280779,0.135550195,1.846663212,NUDT5
10,228441,254,9280779,0.14149872,1.599472074,NUDT6
11,228441,198,9280779,0.006913318,2.257032815,NUDT7
6,228441,9,9280779,1.91E-21,27.08439378,NUDT8
11,228441,259,9280779,0.07282004,1.725453658,NUDT9
4,228441,311,9280779,0.189306466,0.522528497,NUFIP2
21,228441,683,9280779,0.314366498,1.249133827,NUGGC
20,228441,594,9280779,0.166485015,1.367898676,NUMA1
9,228441,1375,9280779,2.08E-05,0.265919503,NUMB
14,228441,516,9280779,0.719127899,1.10227184,NUP133
4,228441,715,9280779,0.001226642,0.227281626,NUP153
15,228441,450,9280779,0.2461778,1.354219689,NUP155
9,228441,510,9280779,0.320150392,0.716939835,NUP160
1,228441,907,9280779,6.46E-06,0.044792272,NUP205
22,228441,966,9280779,0.718524415,0.925243266,NUP210
1,228441,860,9280779,1.18E-05,0.047240222,NUP210L
18,228441,879,9280779,0.439053296,0.831943836,NUP214
11,228441,370,9280779,0.536559015,1.207817561,NUP35
2,228441,410,9280779,0.011053405,0.198178491,NUP37
13,228441,217,9280779,0.001287665,2.433851054,NUP43
10,228441,257,9280779,0.151816169,1.580801194,NUP50
1,228441,459,9280779,0.002210385,0.088511091,NUP62CL
15,228441,929,9280779,0.102693307,0.655972939,NUP93
3,228441,848,9280779,9.42E-05,0.143726146,NUP98
15,228441,346,9280779,0.029636974,1.761268382,NUPL1
4,228441,6,9280779,8.19E-15,27.08439378,NUPR1
1,228441,296,9280779,0.020081062,0.137251996,NUS1
3,228441,381,9280779,0.03802666,0.319894415,NUSAP1
1,228441,145,9280779,0.175350018,0.280183384,NUTF2
3,228441,132,9280779,0.891306028,0.923331606,NUTM1
7,228441,89,9280779,0.001756569,3.195349828,NXF1
37,228441,1488,9280779,0.951361789,1.010204204,NXN
1,228441,413,9280779,0.004088423,0.098369469,NXPE3
6,228441,865,9280779,0.00095836,0.281802941,NXPH2
29,228441,66,9280779,1.16E-71,17.85107772,NXT1
4,228441,49,9280779,0.014441289,3.316456381,NXT2
1,228441,68,9280779,0.605149803,0.597449863,NYAP1
7,228441,145,9280779,0.076108832,1.961283688,NYX
17,228441,200,9280779,1.74E-07,3.453260207,OAF
2,228441,31,9280779,0.169920447,2.621070366,OARD1
3,228441,180,9280779,0.500277969,0.677109845,OAS1
4,228441,226,9280779,0.511286068,0.719054702,OAS3
2,228441,180,9280779,0.250817561,0.451406563,OASL
3,228441,247,9280779,0.214418262,0.493440373,OAT
3,228441,6,9280779,1.36E-09,20.31329534,OAZ1
10,228441,102,9280779,6.47E-06,3.982999086,OAZ2
2,228441,55,9280779,0.585372819,1.47733057,OAZ3
19,228441,351,9280779,0.000597175,2.199160179,OBFC1
23,228441,183,9280779,2.15E-16,5.106074238,OBSL1
1,228441,29,9280779,0.739110327,1.40091692,OCEL1
25,228441,602,9280779,0.009550084,1.687150775,OCLN
1,228441,270,9280779,0.02881487,0.150468854,OCRL
1,228441,67,9280779,0.615828528,0.606367025,ODAM
28,228441,118,9280779,5.35E-40,9.640207956,ODC1
1,228441,25,9280779,0.630653164,1.625063627,ODF3L1
35,228441,717,9280779,5.51E-05,1.983166909,OGDH
8,228441,200,9280779,0.173858738,1.625063627,OGFOD1
3,228441,22,9280779,0.001724385,5.539989637,OGFOD2
32,228441,140,9280779,8.80E-44,9.286077868,OGFR
11,228441,51,9280779,3.07E-15,8.762597988,OGFR-AS1
5,228441,67,9280779,0.011835116,3.031835125,OGG1
6,228441,183,9280779,0.488069673,1.332019366,OIP5
5,228441,109,9280779,0.166609027,1.863605077,OIP5-AS1
12,228441,1300,9280779,0.000433045,0.375014683,OLA1
9,228441,39,9280779,1.40E-13,9.375367078,OLFML3
60,228441,307,9280779,3.66E-68,7.940050294,ONECUT1
24,228441,508,9280779,0.001489888,1.919366489,ONECUT2
11,228441,925,9280779,0.014217335,0.483127024,OPA1
17,228441,543,9280779,0.327645154,1.271919045,OPA3
1,228441,1895,9280779,2.37E-11,0.021438834,OPHN1
14,228441,319,9280779,0.03176507,1.782985171,OPN3
6,228441,304,9280779,0.591419459,0.801840605,OPTN
12,228441,1161,9280779,0.00203532,0.419913082,OR9Q1
17,228441,113,9280779,1.89E-15,6.111964969,ORAI1
2,228441,217,9280779,0.150113309,0.374438624,ORAI2
5,228441,25,9280779,3.35E-07,8.125318135,ORAI3
29,228441,218,9280779,9.29E-22,5.404454723,ORAOV1
3,228441,160,9280779,0.639470237,0.761748575,ORC1
9,228441,460,9280779,0.494238912,0.794868078,ORC2
6,228441,595,9280779,0.024589428,0.409679906,ORC3
4,228441,604,9280779,0.004968399,0.269050269,ORC4
10,228441,698,9280779,0.085412824,0.582042846,ORC5
12,228441,68,9280779,1.86E-13,7.169398354,ORC6
23,228441,78,9280779,9.19E-41,11.97963571,ORM1
7,228441,12,9280779,1.08E-22,23.69884456,ORM2
13,228441,129,9280779,1.48E-07,4.094152548,ORMDL1
1,228441,3,9280779,0.003161234,13.54219689,ORMDL2
6,228441,6,9280779,4.87E-27,40.62659067,ORMDL3
12,228441,190,9280779,0.001022912,2.565889937,OS9
2,228441,316,9280779,0.038896518,0.257130321,OSBP2
9,228441,1681,9280779,5.17E-07,0.217512978,OSBP
101,228441,2731,9280779,5.24E-05,1.502484679,OSBPL10
12,228441,534,9280779,0.754982041,0.912957094,OSBPL11
5,228441,550,9280779,0.020889793,0.369332642,OSBPL2
40,228441,1702,9280779,0.772445609,0.954796491,OSBPL3
1,228441,1310,9280779,3.79E-08,0.031012665,OSBPL6
5,228441,1685,9280779,1.56E-08,0.120553682,OSBPL8
29,228441,1417,9280779,0.324475276,0.831454573,OSBPL9
3,228441,80,9280779,0.470784912,1.52349715,OSCAR
19,228441,129,9280779,1.13E-16,5.983761417,OSER1
10,228441,112,9280779,2.92E-05,3.627374167,OSER1-AS1
8,228441,31,9280779,1.51E-13,10.48428146,OSGEPL1-AS1
20,228441,180,9280779,2.27E-12,4.51406563,OSGIN1
3,228441,208,9280779,0.352290251,0.585960442,OSGIN2
20,228441,760,9280779,0.767926982,1.069120807,OSMR
8,228441,71,9280779,7.34E-06,4.57764402,OSR2
12,228441,12,9280779,2.30E-52,40.62659067,OST4
7,228441,115,9280779,0.016130571,2.472922911,OSTC
2,228441,500,9280779,0.003365791,0.162506363,OSTF1
3,228441,214,9280779,0.326539232,0.569531645,OSTM1
4,228441,975,9280779,4.62E-05,0.166673193,OTOF
4,228441,347,9280779,0.122354648,0.468318048,OTOP1
1,228441,71,9280779,0.574393834,0.572205502,OTUB1
13,228441,249,9280779,0.006818203,2.121066983,OTUB2
12,228441,254,9280779,0.024685677,1.919366489,OTUD3
33,228441,420,9280779,1.15E-11,3.192089267,OTUD4
13,228441,201,9280779,0.000450703,2.627590442,OTUD5
21,228441,447,9280779,0.00322514,1.908631777,OTUD7B
4,228441,69,9280779,0.085978811,2.355164677,OTX1
2,228441,141,9280779,0.433121056,0.576263697,OVGP1
2,228441,32,9280779,0.185098411,2.539161917,OVOL3
13,228441,45,9280779,2.45E-23,11.73657064,OXA1L
11,228441,27,9280779,1.18E-26,16.55157398,OXLD1
8,228441,554,9280779,0.129668501,0.586665569,OXNAD1
27,228441,4144,9280779,1.34E-13,0.264700277,OXR1
4,228441,37,9280779,0.002104038,4.392063857,OXSM
8,228441,732,9280779,0.018914591,0.444006455,OXSR1
2,228441,2,9280779,5.07E-10,40.62659067,P27_CRE
6,228441,188,9280779,0.529958617,1.296593319,P2RX4
5,228441,233,9280779,0.761330322,0.871815251,P2RX5-TAX1BP3
8,228441,182,9280779,0.103579922,1.785784205,P2RY2
3,228441,254,9280779,0.196015062,0.479841622,P2RY6
12,228441,598,9280779,0.482811648,0.815249311,P4HA1
11,228441,314,9280779,0.247479339,1.423224514,P4HA2
35,228441,162,9280779,4.87E-45,8.777349837,P4HB
6,228441,97,9280779,0.02328662,2.51298499,P4HTM
15,228441,48,9280779,1.31E-28,12.69580959,PA2G4
2,228441,402,9280779,0.012293801,0.202122342,PAAF1
49,228441,205,9280779,3.70E-69,9.710746063,PABPC1
10,228441,327,9280779,0.498140683,1.242403385,PABPC1L
16,228441,140,9280779,1.49E-10,4.643038934,PABPC4
21,228441,32,9280779,4.54E-70,26.66120013,PABPN1
2,228441,238,9280779,0.112422443,0.341399922,PACRGL
22,228441,1187,9280779,0.185848617,0.752978092,PACS1
4,228441,728,9280779,0.001041158,0.223223026,PACS2
70,228441,1498,9280779,9.74E-08,1.898438817,PACSIN2
33,228441,72,9280779,4.91E-84,18.62052073,PACSIN3
6,228441,590,9280779,0.026076568,0.41315177,PAFAH1B1
2,228441,246,9280779,0.100738258,0.330297485,PAFAH1B2
12,228441,352,9280779,0.265116255,1.384997409,PAFAH2
8,228441,1216,9280779,6.46E-05,0.267280202,PAG1
11,228441,21,9280779,3.40E-32,21.28059511,PAGR1
17,228441,645,9280779,0.780734518,1.070778359,PAH
8,228441,265,9280779,0.568789484,1.226463115,PAICS
30,228441,265,9280779,2.99E-18,4.59923668,PAIP1
13,228441,179,9280779,7.71E-05,2.950534518,PAIP2
5,228441,105,9280779,0.142120214,1.934599556,PAK1IP1
22,228441,688,9280779,0.225666304,1.299106097,PAK2
30,228441,487,9280779,4.44E-07,2.502664723,PAK4
11,228441,273,9280779,0.105479928,1.636968855,PALB2
5,228441,414,9280779,0.106053861,0.490659308,PALM2-AKAP2
3,228441,1165,9280779,1.68E-06,0.10461783,PALM
3,228441,64,9280779,0.267265108,1.904371438,PALM3
15,228441,318,9280779,0.012237409,1.916348617,PALMD
4,228441,134,9280779,0.703419096,1.21273405,PAN2
5,228441,1257,9280779,3.25E-06,0.161601395,PAN3
2,228441,16,9280779,0.015821563,5.078323834,PAN3-AS1
14,228441,535,9280779,0.82110136,1.063125737,PANK1
25,228441,226,9280779,5.30E-15,4.494091889,PANK2
18,228441,244,9280779,2.33E-06,2.997043574,PANK3
5,228441,185,9280779,0.83648882,1.098015964,PANK4
31,228441,451,9280779,7.62E-09,2.792515102,PANX1
5,228441,92,9280779,0.076677015,2.207966884,PANX2
10,228441,660,9280779,0.124074375,0.615554404,PAPD4
31,228441,660,9280779,0.0003471,1.908218653,PAPD5
10,228441,458,9280779,0.707526917,0.887043464,PAPD7
4,228441,687,9280779,0.001746024,0.236544924,PAPOLA
1,228441,310,9280779,0.016554786,0.131053518,PAPOLG
22,228441,787,9280779,0.555866155,1.135686143,PAPSS1
3,228441,194,9280779,0.420156324,0.628246248,PAQR3
11,228441,28,9280779,6.74E-26,15.96044634,PAQR4
8,228441,69,9280779,4.71E-06,4.710329353,PAQR7
55,228441,406,9280779,1.05E-40,5.503602185,PAQR8
5,228441,11,9280779,4.85E-14,18.46663212,PAQR9
115,228441,5701,9280779,0.034324917,0.819515511,PARD3
3,228441,9118,9280779,2.03E-49,0.013366941,PARD3B
22,228441,213,9280779,3.24E-12,4.196173685,PARD6B
4,228441,653,9280779,0.00268025,0.248861199,PARD6G
1,228441,1547,9280779,1.89E-09,0.026261532,PARG
2,228441,11310,9280779,1.28E-61,0.007184189,PARK2
11,228441,193,9280779,0.005290172,2.315505168,PARK7
39,228441,1021,9280779,0.006629994,1.551848224,PARN
7,228441,510,9280779,0.119538647,0.557619872,PARP10
21,228441,3354,9280779,1.44E-11,0.254370425,PARP12
32,228441,382,9280779,1.46E-12,3.403274611,PARP1
12,228441,411,9280779,0.559428176,1.18617783,PARP14
9,228441,202,9280779,0.077162676,1.810095624,PARP16
4,228441,127,9280779,0.626470771,1.279577659,PARP2
13,228441,52,9280779,1.94E-20,10.15664767,PARP3
28,228441,772,9280779,0.042609947,1.473503289,PARP4
3,228441,363,9280779,0.048001373,0.335756948,PARP9
9,228441,722,9280779,0.038654973,0.506425646,PARPBP
18,228441,545,9280779,0.218080557,1.341795655,PART1
6,228441,1474,9280779,5.25E-07,0.165372825,PARVA
5,228441,352,9280779,0.216420514,0.577082254,PASK
16,228441,251,9280779,0.000127566,2.589742832,PATL1
5,228441,309,9280779,0.3485961,0.657388199,PATL2
30,228441,117,9280779,4.09E-46,10.41707453,PATZ1
17,228441,721,9280779,0.860876251,0.957908518,PAWR
27,228441,711,9280779,0.025839153,1.542781924,PAX2
39,228441,352,9280779,1.40E-22,4.50124158,PAX8
10,228441,271,9280779,0.205526792,1.499136187,PAXBP1
10,228441,596,9280779,0.226590163,0.681654206,PAXIP1
7,228441,28,9280779,1.05E-11,10.15664767,PBDC1
5,228441,241,9280779,0.704853263,0.842875325,PBK
8,228441,419,9280779,0.475487332,0.775686695,PBLD
11,228441,899,9280779,0.01870874,0.497099552,PBRM1
1,228441,2417,9280779,3.40E-14,0.016808685,PBX1
6,228441,26,9280779,1.55E-09,9.375367078,PBX2
3,228441,1237,9280779,6.76E-07,0.098528514,PBX3
18,228441,93,9280779,2.01E-21,7.863211098,PBXIP1
41,228441,664,9280779,3.25E-09,2.508569605,PC
5,228441,50,9280779,0.001197411,4.062659067,PCBD1
8,228441,459,9280779,0.330687584,0.708088726,PCBD2
17,228441,34,9280779,3.58E-47,20.31329534,PCBP1
45,228441,993,9280779,4.77E-05,1.841084169,PCBP1-AS1
6,228441,369,9280779,0.310270709,0.66059497,PCBP2
9,228441,67,9280779,7.69E-08,5.457303225,PCBP4
40,228441,3597,9280779,2.90E-07,0.451783049,PCCA
21,228441,739,9280779,0.515921649,1.154476866,PCCB
13,228441,45,9280779,2.45E-23,11.73657064,PCED1A
13,228441,1338,9280779,0.000546841,0.394727712,PCED1B
15,228441,257,9280779,0.000801701,2.37120179,PCF11
30,228441,46,9280779,7.17E-99,26.49560261,PCGF1
17,228441,154,9280779,1.21E-10,4.484753516,PCGF2
11,228441,609,9280779,0.307069776,0.733813625,PCGF3
19,228441,882,9280779,0.565010813,0.87517599,PCGF5
1,228441,490,9280779,0.001464097,0.08291141,PCGF6
14,228441,361,9280779,0.092322995,1.575546453,PCID2
10,228441,101,9280779,5.47E-06,4.02243472,PCIF1
12,228441,53,9280779,2.78E-17,9.19847336,PCK1
4,228441,26,9280779,9.23E-05,6.250244719,PCK2
27,228441,830,9280779,0.15260304,1.321587889,PCM1
9,228441,546,9280779,0.229709871,0.669669077,PCMT1
11,228441,699,9280779,0.137712021,0.639331184,PCMTD1
25,228441,199,9280779,1.13E-17,5.103843049,PCMTD2
17,228441,96,9280779,1.69E-18,7.194292098,PCNA
1,228441,9,9280779,0.116628315,4.51406563,PCNA-AS1
3,228441,158,9280779,0.655155901,0.771390962,PCNP
5,228441,1464,9280779,2.45E-07,0.138752017,PCNX
6,228441,180,9280779,0.463276433,1.354219689,PCNXL3
14,228441,352,9280779,0.075462332,1.615830311,PCNXL4
16,228441,35,9280779,1.35E-41,18.57215574,PCSK1N
32,228441,659,9280779,0.000130367,1.972763128,PCSK6
7,228441,238,9280779,0.641977173,1.194899726,PCSK7
31,228441,291,9280779,2.53E-17,4.327918594,PCSK9
5,228441,197,9280779,0.946025024,1.031131743,PCTP
22,228441,266,9280779,6.50E-09,3.360093965,PCYOX1
8,228441,1077,9280779,0.000341439,0.301775975,PCYT1A
6,228441,630,9280779,0.016269967,0.386919911,PCYT1B
13,228441,97,9280779,1.12E-10,5.444800812,PCYT2
8,228441,469,9280779,0.30098979,0.692990886,PDCD10
1,228441,414,9280779,0.004033914,0.098131862,PDCD11
11,228441,170,9280779,0.001242615,2.628779397,PDCD4
2,228441,33,9280779,0.200674824,2.462217617,PDCD4-AS1
2,228441,48,9280779,0.460633437,1.692774611,PDCD5
7,228441,330,9280779,0.696665711,0.861776166,PDCD6
6,228441,656,9280779,0.011947781,0.371584671,PDCD6IP
2,228441,145,9280779,0.409437621,0.560366768,PDCD7
3,228441,86,9280779,0.550716305,1.417206651,PDCL
7,228441,132,9280779,0.042580103,2.154440414,PDCL3
8,228441,72,9280779,9.08E-06,4.51406563,PDDC1
7,228441,2651,9280779,5.95E-13,0.107275041,PDE11A
14,228441,60,9280779,1.71E-20,9.479537824,PDE12
14,228441,2355,9280779,8.54E-09,0.241516887,PDE3A
11,228441,1455,9280779,3.62E-05,0.30714261,PDE3B
4,228441,306,9280779,0.201029626,0.531066545,PDE4C
86,228441,13111,9280779,2.17E-39,0.26648515,PDE4D
5,228441,13,9280779,2.05E-12,15.6256118,PDE4DIP
2,228441,644,9280779,0.000513379,0.126169536,PDE5A
9,228441,393,9280779,0.83047542,0.930379939,PDE6B
10,228441,812,9280779,0.026405689,0.500327471,PDE7A
62,228441,1402,9280779,4.67E-06,1.796611,PDE8A
6,228441,184,9280779,0.496394701,1.324780131,PDE9A
5,228441,5,9280779,8.37E-23,40.62659067,PDF
29,228441,218,9280779,9.29E-22,5.404454723,PDGFB
9,228441,1412,9280779,1.33E-05,0.258951357,PDGFC
29,228441,5650,9280779,1.29E-20,0.208525864,PDGFRA
30,228441,274,9280779,1.88E-17,4.448166862,PDGFRB
35,228441,591,9280779,1.89E-07,2.405974067,PDGFRL
3,228441,79,9280779,0.457534803,1.542781924,PDHA1
14,228441,76,9280779,3.67E-16,7.48384565,PDHB
4,228441,602,9280779,0.00509507,0.269944124,PDHX
10,228441,238,9280779,0.093676464,1.706999608,PDIA4
25,228441,748,9280779,0.130958521,1.357840597,PDIA5
18,228441,577,9280779,0.321071156,1.267380645,PDIA6
2,228441,108,9280779,0.689082773,0.752344272,PDIK1L
2,228441,390,9280779,0.014423508,0.208341491,PDILT
28,228441,471,9280779,2.85E-06,2.415168872,PDK1
31,228441,176,9280779,3.32E-32,7.155819948,PDK2
3,228441,441,9280779,0.017499337,0.276371365,PDK3
38,228441,436,9280779,1.43E-15,3.540849646,PDLIM1
28,228441,148,9280779,1.25E-31,7.686111749,PDLIM2
3,228441,366,9280779,0.046173507,0.333004842,PDLIM3
47,228441,1669,9280779,0.36251906,1.144068162,PDLIM5
19,228441,115,9280779,5.44E-19,6.712219329,PDLIM7
4,228441,103,9280779,0.366774387,1.577731677,PDP2
1,228441,261,9280779,0.032679,0.155657436,PDPK1
4,228441,56,9280779,0.030989858,2.901899334,PDPR
10,228441,38,9280779,7.48E-17,10.69120807,PDRG1
14,228441,1134,9280779,0.00886594,0.501562848,PDS5A
2,228441,1588,9280779,3.06E-09,0.051166991,PDS5B
12,228441,405,9280779,0.526099319,1.203750835,PDSS1
8,228441,2567,9280779,4.16E-12,0.126611891,PDSS2
10,228441,384,9280779,0.860305109,1.057984132,PDXDC1
63,228441,475,9280779,3.94E-45,5.388368868,PDXK
3,228441,4,9280779,2.75E-12,30.469943,PDXP
4,228441,26,9280779,9.23E-05,6.250244719,PDZD11
39,228441,194,9280779,2.53E-46,8.167201218,PDZD7
14,228441,558,9280779,0.943666146,1.019305142,PDZD8
5,228441,131,9280779,0.331843173,1.550633232,PDZD9
2,228441,94,9280779,0.838269446,0.864395546,PDZK1IP1
14,228441,3096,9280779,1.16E-12,0.183711973,PEAK1
21,228441,94,9280779,1.17E-28,9.076153236,PEBP1
12,228441,404,9280779,0.520597179,1.206730416,PECR
11,228441,90,9280779,2.53E-08,4.965472193,PEF1
1,228441,127,9280779,0.231011448,0.319894415,PEG10
27,228441,539,9280779,0.000234136,2.035098234,PELI1
14,228441,18,9280779,1.12E-52,31.59845941,PELO
1,228441,303,9280779,0.018230874,0.134081157,PELP1
12,228441,717,9280779,0.182394906,0.67994294,PEMT
62,228441,1231,9280779,1.93E-08,2.046180846,PEPD
26,228441,115,9280779,1.66E-35,9.185142239,PER1
77,228441,603,9280779,4.09E-52,5.187806769,PER2
33,228441,190,9280779,1.22E-33,7.056197327,PERP
7,228441,262,9280779,0.830440443,1.085443262,PES1
4,228441,18,9280779,1.34E-06,9.028131261,PET100
14,228441,771,9280779,0.257480101,0.737707224,PET112
9,228441,36,9280779,1.26E-14,10.15664767,PET117
9,228441,306,9280779,0.5980646,1.194899726,PEX10
5,228441,526,9280779,0.027935169,0.386184322,PEX11A
1,228441,84,9280779,0.460461193,0.483649889,PEX11B
15,228441,49,9280779,4.28E-28,12.43671143,PEX12
3,228441,46,9280779,0.089005024,2.649560261,PEX13
17,228441,257,9280779,3.96E-05,2.687362029,PEX14
5,228441,1253,9280779,3.42E-06,0.162117281,PEX1
2,228441,75,9280779,0.910980605,1.083375751,PEX16
16,228441,184,9280779,2.34E-07,3.532747015,PEX2
3,228441,337,9280779,0.067197943,0.361661045,PEX3
5,228441,229,9280779,0.790782265,0.887043464,PEX5
7,228441,124,9280779,0.027916035,2.29343657,PEX6
1,228441,137,9280779,0.198060266,0.296544457,PFAS
20,228441,518,9280779,0.046357116,1.568594234,PFDN1
9,228441,121,9280779,0.000762092,3.021812529,PFDN2
5,228441,114,9280779,0.199876924,1.781868012,PFDN4
8,228441,39,9280779,5.94E-11,8.333659625,PFDN5
2,228441,7,9280779,0.000103102,11.60759734,PFDN6
3,228441,340,9280779,0.064640051,0.358469918,PFKFB1
4,228441,344,9280779,0.126915236,0.472402217,PFKFB2
1,228441,812,9280779,2.19E-05,0.050032747,PFKFB3
20,228441,173,9280779,5.12E-13,4.696715685,PFKFB4
23,228441,231,9280779,4.39E-12,4.045071799,PFKL
6,228441,330,9280779,0.460437926,0.738665285,PFKM
14,228441,44,9280779,3.08E-27,12.92664249,PFN1
11,228441,64,9280779,4.02E-12,6.982695272,PFN2
1,228441,3,9280779,0.003161234,13.54219689,PFN4
13,228441,56,9280779,4.78E-19,9.431172835,PGAM1
12,228441,638,9280779,0.354449228,0.764136502,PGAP1
2,228441,256,9280779,0.087852216,0.31739524,PGAP2
6,228441,167,9280779,0.359884805,1.459637988,PGAP3
1,228441,186,9280779,0.095344774,0.218422531,PGBD1
13,228441,127,9280779,1.04E-07,4.158627392,PGC
7,228441,131,9280779,0.04051157,2.170886525,PGD
54,228441,138,9280779,8.02E-120,15.89736157,PGF
18,228441,513,9280779,0.137258326,1.42549441,PGGT1B
27,228441,125,9280779,3.92E-35,8.775343585,PGK1
3,228441,95,9280779,0.670111478,1.282944969,PGLS
9,228441,615,9280779,0.117323257,0.594535473,PGM1
5,228441,310,9280779,0.344829149,0.655267592,PGM2
7,228441,200,9280779,0.357477224,1.421930674,PGM3
11,228441,26,9280779,1.88E-27,17.18817298,PGP
14,228441,257,9280779,0.002966211,2.213121671,PGPEP1
10,228441,45,9280779,2.13E-14,9.028131261,PGRMC1
14,228441,164,9280779,1.94E-06,3.468123594,PGRMC2
6,228441,307,9280779,0.574930461,0.794005029,PGS1
52,228441,1794,9280779,0.244751046,1.177582338,PHACTR2
21,228441,893,9280779,0.836207733,0.955384551,PHACTR4
16,228441,229,9280779,2.44E-05,2.838539086,PHAX
8,228441,62,9280779,8.14E-07,5.242140732,PHB2
6,228441,48,9280779,2.92E-05,5.078323834,PHB
62,228441,1024,9280779,1.11E-12,2.459813107,PHC2
4,228441,695,9280779,0.001578501,0.233822105,PHC3
20,228441,38,9280779,2.62E-57,21.38241614,PHF10
4,228441,171,9280779,0.919763533,0.950329606,PHF11
11,228441,5,9280779,2.71E-67,89.37849948,PHF13
4,228441,102,9280779,0.356519456,1.593199634,PHF1
1,228441,1463,9280779,5.47E-09,0.027769372,PHF14
34,228441,680,9280779,3.83E-05,2.031329534,PHF15
12,228441,685,9280779,0.240585682,0.711706698,PHF16
51,228441,531,9280779,1.24E-23,3.901988935,PHF17
27,228441,197,9280779,3.99E-21,5.568111412,PHF19
3,228441,671,9280779,0.000905337,0.181639005,PHF20
6,228441,1183,9280779,1.93E-05,0.206052024,PHF20L1
18,228441,833,9280779,0.584346084,0.877885513,PHF2
2,228441,28,9280779,0.1271645,2.901899334,PHF23
11,228441,580,9280779,0.390340613,0.770504306,PHF3
3,228441,79,9280779,0.457534803,1.542781924,PHF5A
7,228441,125,9280779,0.029520459,2.275089078,PHF7
7,228441,441,9280779,0.245699465,0.644866519,PHF8
10,228441,29,9280779,2.60E-21,14.0091692,PHGDH
11,228441,1173,9280779,0.000930903,0.380982521,PHIP
1,228441,673,9280779,0.000132627,0.060366405,PHKA1
12,228441,446,9280779,0.760847809,1.093092126,PHKA2
20,228441,1570,9280779,0.002880874,0.517536187,PHKB
23,228441,66,9280779,2.85E-47,14.1577513,PHLDA1
11,228441,32,9280779,3.20E-23,13.96539054,PHLDA3
14,228441,283,9280779,0.009281756,2.009796005,PHLDB1
9,228441,1065,9280779,0.000813982,0.343323301,PHLDB2
8,228441,257,9280779,0.512163577,1.264640955,PHLDB3
46,228441,1972,9280779,0.71861761,0.947679093,PHLPP1
6,228441,473,9280779,0.100324298,0.515347873,PHLPP2
21,228441,267,9280779,6.00E-08,3.195349828,PHOSPHO2-KLHL23
27,228441,262,9280779,1.31E-14,4.186709726,PHRF1
28,228441,562,9280779,0.000201405,2.024100603,PHTF1
15,228441,1143,9280779,0.013892032,0.533157358,PHTF2
5,228441,178,9280779,0.770684601,1.141196367,PHYH
12,228441,174,9280779,0.000310304,2.80183384,PHYHD1
7,228441,75,9280779,0.000285977,3.79181513,PHYHIP
3,228441,567,9280779,0.003444134,0.214955506,PHYHIPL
17,228441,591,9280779,0.52605809,1.168615975,PI4K2B
1,228441,511,9280779,0.001108714,0.079504091,PI4KA
6,228441,199,9280779,0.623813012,1.224922332,PI4KB
35,228441,1365,9280779,0.811341856,1.041707453,PIAS1
11,228441,874,9280779,0.024295643,0.511318647,PIAS2
1,228441,284,9280779,0.023712911,0.143051376,PIAS4
4,228441,1847,9280779,8.12E-10,0.087983954,PIBF1
27,228441,918,9280779,0.361202213,1.194899726,PICALM
7,228441,169,9280779,0.172398423,1.682758194,PICK1
4,228441,40,9280779,0.003761502,4.062659067,PIDD
51,228441,552,9280779,2.73E-22,3.753543704,PIEZO1
77,228441,4418,9280779,0.002547805,0.708068692,PIEZO2
12,228441,82,9280779,5.31E-11,5.945354733,PIF1
1,228441,104,9280779,0.331896738,0.390640295,PIFO
4,228441,272,9280779,0.301130876,0.597449863,PIGB
12,228441,328,9280779,0.174704922,1.486338683,PIGF
3,228441,361,9280779,0.049259958,0.337617097,PIGG
1,228441,952,9280779,3.63E-06,0.04267499,PIGK
21,228441,651,9280779,0.221164136,1.310535183,PIGL
12,228441,57,9280779,4.25E-16,8.552966458,PIGM
7,228441,1251,9280779,1.91E-05,0.227327046,PIGN
2,228441,37,9280779,0.266247868,2.196031928,PIGO
14,228441,73,9280779,7.50E-17,7.791400951,PIGP
12,228441,152,9280779,3.95E-05,3.207362422,PIGQ
8,228441,107,9280779,0.001425277,3.037502106,PIGT
11,228441,961,9280779,0.009680146,0.465028613,PIGU
10,228441,107,9280779,1.42E-05,3.796877633,PIGV
1,228441,60,9280779,0.697153289,0.677109845,PIGW
20,228441,154,9280779,4.80E-15,5.276180607,PIGZ
1,228441,69,9280779,0.594688057,0.588791169,PIH1D2
26,228441,1199,9280779,0.522390741,0.880976945,PIK3AP1
31,228441,912,9280779,0.075917094,1.380947709,PIK3C2A
12,228441,539,9280779,0.730789473,0.904488104,PIK3C2B
1,228441,1003,9280779,1.89E-06,0.040505075,PIK3C3
8,228441,644,9280779,0.050006069,0.504678145,PIK3CA
24,228441,405,9280779,1.58E-05,2.40750167,PIK3CD
5,228441,77,9280779,0.028866599,2.638090303,PIK3IP1
36,228441,670,9280779,2.88E-06,2.18292129,PIK3R1
18,228441,1149,9280779,0.055066152,0.636447896,PIK3R3
5,228441,546,9280779,0.021928431,0.372038376,PIK3R4
1,228441,678,9280779,0.000124275,0.059921225,PIKFYVE
19,228441,52,9280779,5.76E-41,14.84433121,PIM1
8,228441,26,9280779,8.61E-16,12.50048944,PIM2
22,228441,28,9280779,3.13E-82,31.92089267,PIM3
